OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
16609,2019-03-07 00:00:00,27.7904,-97.086,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18656,2020-09-10 00:00:00,27.8272,-97.0549,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16615,2019-07-07 00:00:00,27.3312,-97.3321,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
19271,21/03/2021,27.4263,-97.2965,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
16658,26/07/2019,30.2312,-88.0088,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19099,2021-08-02 00:00:00,29.9409,-90.054,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,200,Very High,Hand picking,University of Texas Marine Science Institute
21312,2022-07-05 00:00:00,29.6521,-95.0103,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
21306,2022-07-05 00:00:00,29.6526,-95.0096,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
19148,26/02/2021,29.8129,-94.731,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
17156,25/11/2019,29.2772,-94.8066,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
7289,2007-01-03 00:00:00,22.11,-141.71,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8500,2012-04-07 00:00:00,20.15,-147.77,Pacific Ocean,north pacific ocean,Other,0.467188,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12822,26/08/2015,27.4258,-145.54195,Pacific Ocean,north pacific ocean,Other,2.373976,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
7959,2010-06-10 00:00:00,29.98,-140.0,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4492,2000-04-04 00:00:00,29.35,-78.18,Atlantic Ocean,north atlantic ocean,Other,0.043196,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
18822,2020-02-12 00:00:00,27.7842,-82.6238,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
4000,20/12/1997,16.78,-72.77,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4664,26/02/2001,19.94,-69.75,Atlantic Ocean,north atlantic ocean,Other,0.010284,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5795,2007-12-05 00:00:00,18.68,-64.96,Atlantic Ocean,caribbean sea,caribbean sea,0.00306,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
3951,1997-06-11 00:00:00,17.35,-60.75,Atlantic Ocean,north atlantic ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3502,1995-09-12 00:00:00,13.52,-61.35,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7787,31/05/2009,23.52,-141.63,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2008,2001-12-03 00:00:00,20.01,-85.08,Atlantic Ocean,caribbean sea,caribbean sea,0.01512,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
18601,26/09/2020,19.1326,-96.1026,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
1953,19/12/2000,15.28,-72.43,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4615,2000-11-12 00:00:00,15.51,-72.26,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
3994,19/12/1997,14.9,-70.38,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5156,2004-07-03 00:00:00,15.88,-70.92,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10466,22/09/1999,2.9,-96.583,Pacific Ocean,north pacific ocean,Other,0.013,pieces/m3,0.005-1,Medium,Manta net,Scripps Institution of Oceanography-University of California San Diego
10635,24/09/1987,4.667,-96.583,Pacific Ocean,north pacific ocean,Other,0.012,pieces/m3,0.005-1,Medium,Manta net,Scripps Institution of Oceanography-University of California San Diego
15384,2018-04-06 00:00:00,18.270009,-103.346377,Pacific Ocean,north pacific ocean,Other,2820.874471,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
1810,18/05/2000,18.91,-68.24,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
64,18/12/1989,17.4,-68.78,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9384,27/02/2015,18.7167,-64.2833,Atlantic Ocean,caribbean sea,caribbean sea,0.001,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
7220,28/10/2006,12.95,-156.94,Pacific Ocean,north pacific ocean,Other,0.0216,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7810,2009-03-07 00:00:00,17.55,-158.31,Pacific Ocean,north pacific ocean,Other,0.011996,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12799,26/08/2015,28.2745,-148.8963,Pacific Ocean,north pacific ocean,Other,3.960667,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
7146,14/04/2006,33.02,-152.9,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
13389,21/10/2016,43.292667,6.6485,Atlantic Ocean,mediterranean sea,Other,0.65709,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
14053,17/01/2015,57.190333,-6.803833,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.023641,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
9802,29/05/2016,63.1279,18.826,Atlantic Ocean,gulf of bothnia,Other,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
13881,16/08/2021,71.3695,-55.672167,Arctic Ocean,baffin bay,Other,0.005401,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
8643,2012-03-12 00:00:00,1.56,-156.38,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6728,14/05/2004,6.84,-149.44,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11225,2014-09-10 00:00:00,40.7094,14.1105,Atlantic Ocean,mediterranean sea,Other,4.64236,pieces/m3,1-10,High,Manta net,Sorbonne Universités
21455,2018-03-06 00:00:00,41.13,9.798333,Atlantic Ocean,mediterranean sea,Other,0.064088,pieces/m3,0.005-1,Medium,Manta net,"University of Fribourg, Switzerland"
10807,16/03/2021,41.397303,2.21315,Atlantic Ocean,mediterranean sea,Other,0.675333,pieces/m3,0.005-1,Medium,Manta net,University of Barcelona
19122,17/01/2021,47.7955,-122.3918,Pacific Ocean,the coastal waters of southeast alaska and british columbia,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
3900,14/07/1997,44.36,-62.33,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
11299,24/06/2019,43.2571,5.3726,Atlantic Ocean,mediterranean sea,Other,0.131303,pieces/m3,0.005-1,Medium,Manta net,"Hellenic Centre for Marine Research, Greece"
4143,22/08/1998,40.91,-68.8,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4733,19/06/2001,40.78,-69.15,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1318,24/06/1997,42.17,-67.87,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2151,18/10/2001,37.62,-65.65,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10143,2018-07-07 00:00:00,41.0974,-9.1399,Atlantic Ocean,north atlantic ocean,Other,3.0,pieces/m3,1-10,High,Intake seawater pump,GEOMAR Helmholtz Centre for Ocean Research Kiel
13220,2014-04-08 00:00:00,39.705,-15.61,Atlantic Ocean,north atlantic ocean,Other,0.315091,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
4564,22/10/2000,34.84,-67.48,Atlantic Ocean,north atlantic ocean,Other,0.090712,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
654,22/10/1993,34.6,-65.2,Atlantic Ocean,north atlantic ocean,Other,0.097912,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1487,1998-10-08 00:00:00,39.9,-72.27,Atlantic Ocean,new york bight,caribbean sea,0.0054,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5225,2004-11-08 00:00:00,42.13,-70.44,Atlantic Ocean,stellwagen bank national marine sanctuary,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
4807,14/07/2002,42.13,-70.23,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6064,2008-10-07 00:00:00,41.59,-69.16,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8053,2011-06-01 00:00:00,32.84,-147.81,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6556,24/10/2003,31.72,-144.77,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
12630,13/08/2015,37.493,-143.5639,Pacific Ocean,north pacific ocean,Other,2.952631,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
17966,2020-03-03 00:00:00,32.8021,-79.9335,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
18458,21/08/2020,32.8027,-79.933,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
17376,2019-09-10 00:00:00,32.751,-79.9044,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16466,25/05/2019,24.9715,-80.5581,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
1979,16/02/2001,25.4,-76.1,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
1146,1996-09-04 00:00:00,24.03,-74.77,Atlantic Ocean,north atlantic ocean,Other,0.01944,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5889,19/10/2007,31.11,-61.05,Atlantic Ocean,north atlantic ocean,Other,0.048032,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3310,25/10/1994,27.92,-59.5,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
11889,2013-03-07 00:00:00,26.2599,-43.1399,Atlantic Ocean,north atlantic ocean,Other,0.717462,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
18040,2020-10-03 00:00:00,27.5436,-97.284,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
19881,28/08/2021,27.5751,-97.2239,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16709,18/08/2019,27.5574,-97.2329,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
19291,19/03/2021,27.7534,-97.3762,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15802,2019-10-02 00:00:00,27.6695,-97.1712,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19955,19/09/2021,27.5983,-97.2117,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
21212,2022-04-05 00:00:00,30.4563,-91.1815,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
21286,2022-05-05 00:00:00,29.2939,-94.7818,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17299,2019-03-12 00:00:00,29.2335,-94.8841,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
16045,28/03/2019,28.0278,-96.8893,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18630,2020-01-10 00:00:00,27.9811,-96.9385,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15876,23/02/2019,27.0787,-97.378,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
22119,2016-12-09 00:00:00,27.897,-82.4382,Atlantic Ocean,gulf of mexico,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Van Dorn sampler,University of South Florida
22045,2016-01-11 00:00:00,27.9185,-82.5379,Atlantic Ocean,gulf of mexico,caribbean sea,1000.0,pieces/m3,10,Very High,Van Dorn sampler,University of South Florida
18799,23/11/2020,29.8816,-81.2714,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16635,17/07/2019,30.3085,-89.326,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19463,29/04/2021,29.1766,-90.0728,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20545,24/01/2022,29.9392,-90.3759,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
7389,26/10/2007,22.11,-141.71,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7979,16/10/2010,25.94,-146.58,Pacific Ocean,north pacific ocean,Other,0.326132,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12556,2015-09-08 00:00:00,30.990473,-141.8,Pacific Ocean,north pacific ocean,Other,4.295994,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
3233,1994-11-02 00:00:00,26.17,-78.13,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
728,25/03/1994,26.0,-79.78,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20622,2022-11-02 00:00:00,28.3367,-80.6063,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
8720,2014-08-01 00:00:00,18.3358,-64.9278,Atlantic Ocean,caribbean sea,caribbean sea,0.002,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
2569,1989-04-12 00:00:00,15.98,-62.68,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
2643,17/02/1991,16.63,-63.63,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
3974,1997-08-12 00:00:00,14.88,-62.52,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5397,26/04/2005,16.87,-61.36,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9310,2014-11-12 00:00:00,15.5017,-52.535,Atlantic Ocean,north atlantic ocean,Other,0.046,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
8030,2010-04-12 00:00:00,5.79,-147.72,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9874,2016-09-04 00:00:00,19.3096,-110.8192,Pacific Ocean,north pacific ocean,Other,0.001,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
579,1993-06-03 00:00:00,17.65,-80.42,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
15284,28/04/2018,18.558117,-94.99345,Atlantic Ocean,gulf of mexico,caribbean sea,0.0,pieces/m3,0-100,Very Low,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
9333,19/12/2014,15.9535,-94.0104,Pacific Ocean,north pacific ocean,Other,0.002,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
8743,2014-09-03 00:00:00,9.9429,-85.6707,Pacific Ocean,north pacific ocean,Other,0.03,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
8620,2012-03-11 00:00:00,12.95,-156.94,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11817,13/07/2010,43.2046,8.999,Atlantic Ocean,mediterranean sea,Other,0.303079,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
14030,28/11/2014,57.721333,-2.555833,Atlantic Ocean,north sea,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Marine Scotland Science
13981,17/01/2014,58.396833,-7.286833,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Marine Scotland Science
14522,2016-10-08 00:00:00,80.56208,8.00078,Arctic Ocean,greenland sea,Other,95.0,pieces/m3,10,Very High,CTD rosette sampler,"Galway Mayo Institute of Technology, Ireland"
9825,23/06/2016,79.0,12.23,Arctic Ocean,greenland sea,Other,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
6628,13/12/2003,6.84,-149.44,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10735,14/03/2021,41.575135,2.553135,Atlantic Ocean,mediterranean sea,Other,2.716667,pieces/m3,1-10,High,Manta net,University of Barcelona
10784,13/03/2021,41.403637,2.2193,Atlantic Ocean,mediterranean sea,Other,1.857333,pieces/m3,1-10,High,Manta net,University of Barcelona
2128,2001-05-08 00:00:00,46.74,-57.59,Atlantic Ocean,gulf of st. lawrence,caribbean sea,0.003084,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
14571,2015-04-11 00:00:00,42.429848,-10.274465,Atlantic Ocean,north atlantic ocean,Other,0.5,pieces/m3,0.005-1,Medium,Intake seawater pump,"Galway Mayo Institute of Technology, Ireland"
13440,26/05/2017,43.013033,6.1031,Atlantic Ocean,mediterranean sea,Other,0.005181,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
